marker1,marker2,marker3,marker4,marker5,marker6,marker7,Patch filename,label,EM
1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0063_row_34150_column_97743,2,1
1,-1,-1,2,-1,-1,-1,CasoHEProstata_A_0063_row_36198_column_114127,2,2
-1,-1,-1,2,-1,-1,2,CasoHEProstata_A_0063_row_36198_column_116175,2,2
2,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0063_row_36198_column_128463,2,2
-1,-1,-1,-1,1,-1,2,CasoHEProstata_A_0063_row_36198_column_130511,2,1
-1,-1,-1,0,1,-1,-1,CasoHEProstata_A_0063_row_36198_column_97743,1,1
-1,-1,2,-1,-1,1,-1,CasoHEProstata_A_0063_row_36198_column_99791,2,1
1,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0063_row_38246_column_101839,1,1
1,-1,-1,-1,-1,2,-1,CasoHEProstata_A_0063_row_38246_column_114127,2,1
-1,1,2,-1,-1,-1,-1,CasoHEProstata_A_0063_row_38246_column_116175,2,2
-1,-1,0,0,-1,-1,-1,CasoHEProstata_A_0063_row_38246_column_128463,0,0
-1,-1,-1,-1,-1,2,2,CasoHEProstata_A_0063_row_38246_column_130511,2,2
-1,1,-1,-1,-1,-1,2,CasoHEProstata_A_0063_row_38246_column_97743,2,1
1,-1,-1,1,-1,1,-1,CasoHEProstata_A_0063_row_38246_column_99791,1,1
2,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0063_row_40294_column_101839,2,2
-1,-1,-1,0,-1,1,-1,CasoHEProstata_A_0063_row_40294_column_112079,1,1
-1,-1,-1,-1,-1,2,2,CasoHEProstata_A_0063_row_40294_column_114127,2,2
-1,-1,2,-1,-1,1,-1,CasoHEProstata_A_0063_row_40294_column_116175,2,1
0,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0063_row_40294_column_128463,0,0
-1,-1,1,0,-1,0,-1,CasoHEProstata_A_0063_row_40294_column_130511,0,1
-1,1,-1,-1,-1,2,-1,CasoHEProstata_A_0063_row_40294_column_99791,2,2
-1,-1,-1,-1,1,1,-1,CasoHEProstata_A_0063_row_42342_column_101839,1,1
-1,-1,-1,-1,0,0,-1,CasoHEProstata_A_0063_row_42342_column_112079,0,0
-1,0,-1,-1,-1,-1,2,CasoHEProstata_A_0063_row_42342_column_114127,2,0
-1,1,-1,-1,1,-1,-1,CasoHEProstata_A_0063_row_42342_column_97743,1,1
1,-1,1,-1,-1,-1,-1,CasoHEProstata_A_0063_row_42342_column_99791,1,1
1,1,-1,-1,-1,-1,-1,CasoHEProstata_A_0063_row_44390_column_99791,1,1
-1,1,-1,-1,-1,-1,2,CasoHEProstata_A_0063_row_46438_column_97743,2,1
-1,-1,0,-1,2,-1,-1,CasoHEProstata_A_0063_row_46438_column_99791,2,2
2,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0063_row_48486_column_97743,2,2
1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0063_row_54630_column_97743,1,0
-1,2,-1,-1,-1,1,-1,CasoHEProstata_A_0063_row_56678_column_97743,2,2
-1,-1,2,1,-1,1,-1,CasoHEProstata_A_0063_row_56678_column_99791,1,1
2,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0063_row_58726_column_97743,2,2
1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0063_row_58726_column_99791,1,0
-1,-1,-1,-1,-1,2,2,CasoHEProstata_A_0066_row_37676_column_133386,2,2
-1,-1,-1,2,-1,3,-1,CasoHEProstata_A_0066_row_37676_column_135434,2,3
-1,-1,0,-1,-1,0,-1,CasoHEProstata_A_0066_row_37676_column_137482,0,0
1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0066_row_39724_column_133386,1,1
-1,1,-1,-1,2,2,-1,CasoHEProstata_A_0066_row_39724_column_135434,2,2
-1,0,0,-1,-1,-1,-1,CasoHEProstata_A_0066_row_39724_column_137482,0,0
-1,-1,-1,2,-1,2,2,CasoHEProstata_A_0067_row_27755_column_35024,2,2
2,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0067_row_27755_column_37072,2,2
0,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0067_row_29803_column_35024,0,0
3,1,-1,-1,-1,-1,-1,CasoHEProstata_A_0069_row_10213_column_48383,3,2
3,-1,-1,2,-1,-1,-1,CasoHEProstata_A_0069_row_10213_column_50431,3,3
0,1,-1,-1,-1,-1,-1,CasoHEProstata_A_0069_row_10213_column_52479,1,0
2,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0069_row_12261_column_48383,2,2
3,-1,-1,2,-1,-1,-1,CasoHEProstata_A_0069_row_14309_column_42239,3,3
-1,-1,-1,-1,-1,2,2,CasoHEProstata_A_0069_row_14309_column_44287,2,2
3,-1,-1,-1,-1,2,-1,CasoHEProstata_A_0069_row_16357_column_42239,3,2
-1,1,-1,-1,-1,-1,-1,CasoHEProstata_A_0069_row_26597_column_31999,1,1
-1,-1,-1,0,0,-1,-1,CasoHEProstata_A_0069_row_26597_column_34047,0,0
2,-1,-1,-1,-1,2,2,CasoHEProstata_A_0069_row_26597_column_36095,2,2
-1,1,-1,-1,-1,2,-1,CasoHEProstata_A_0069_row_26597_column_40191,2,2
-1,-1,2,-1,1,-1,-1,CasoHEProstata_A_0069_row_28645_column_34047,2,2
-1,1,-1,0,-1,-1,-1,CasoHEProstata_A_0069_row_28645_column_38143,1,1
-1,-1,2,2,-1,-1,-1,CasoHEProstata_A_0069_row_28645_column_40191,2,2
-1,-1,-1,2,1,-1,-1,CasoHEProstata_A_0069_row_28645_column_42239,2,2
-1,-1,-1,-1,1,-1,2,CasoHEProstata_A_0069_row_28645_column_44287,2,1
2,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0069_row_28645_column_46335,2,2
2,-1,-1,-1,-1,3,-1,CasoHEProstata_A_0069_row_42981_column_40191,3,3
-1,-1,2,-1,2,-1,2,CasoHEProstata_A_0069_row_42981_column_42239,2,2
-1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0069_row_42981_column_44287,2,0
-1,1,-1,2,-1,-1,-1,CasoHEProstata_A_0069_row_42981_column_46335,2,2
-1,1,-1,-1,-1,-1,2,CasoHEProstata_A_0069_row_42981_column_48383,2,1
-1,-1,-1,-1,2,0,-1,CasoHEProstata_A_0069_row_45029_column_38143,2,2
-1,1,-1,-1,-1,2,2,CasoHEProstata_A_0069_row_45029_column_40191,2,2
2,-1,-1,-1,-1,2,-1,CasoHEProstata_A_0069_row_45029_column_42239,2,2
3,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0069_row_45029_column_48383,3,0
0,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0069_row_47077_column_31999,0,0
2,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0069_row_47077_column_36095,2,0
-1,-1,-1,-1,2,2,-1,CasoHEProstata_A_0069_row_47077_column_38143,2,2
-1,-1,0,-1,-1,-1,3,CasoHEProstata_A_0069_row_49125_column_36095,3,0
-1,-1,-1,-1,-1,2,2,CasoHEProstata_A_0069_row_63461_column_54527,2,2
-1,-1,2,-1,2,-1,-1,CasoHEProstata_A_0069_row_63461_column_56575,2,2
-1,1,-1,-1,-1,-1,2,CasoHEProstata_A_0069_row_63461_column_58623,2,1
-1,-1,-1,2,-1,-1,2,CasoHEProstata_A_0069_row_65509_column_54527,2,2
-1,1,-1,2,-1,-1,-1,CasoHEProstata_A_0069_row_65509_column_56575,2,2
1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0069_row_65509_column_58623,1,1
-1,-1,-1,1,1,2,-1,CasoHEProstata_A_0069_row_69605_column_36095,1,1
-1,1,2,-1,-1,-1,-1,CasoHEProstata_A_0069_row_69605_column_38143,2,2
2,-1,-1,-1,-1,2,-1,CasoHEProstata_A_0069_row_71653_column_36095,2,2
-1,-1,-1,2,1,-1,-1,CasoHEProstata_A_0069_row_71653_column_38143,2,2
0,-1,0,-1,-1,0,-1,CasoHEProstata_A_0069_row_71653_column_40191,0,0
-1,0,-1,-1,-1,0,-1,CasoHEProstata_A_0069_row_8165_column_52479,0,0
-1,-1,-1,2,-1,2,-1,CasoHEProstata_A_0070_row_10081_column_148597,2,2
-1,-1,-1,-1,2,2,-1,CasoHEProstata_A_0070_row_10081_column_150645,2,2
2,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0070_row_10081_column_152693,2,2
3,2,-1,2,-1,-1,-1,CasoHEProstata_A_0070_row_12129_column_148597,2,3
-1,-1,0,-1,-1,-1,2,CasoHEProstata_A_0070_row_22369_column_103541,2,0
2,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0070_row_24417_column_101493,2,0
-1,1,-1,-1,1,-1,-1,CasoHEProstata_A_0070_row_24417_column_103541,1,1
2,1,-1,-1,-1,-1,-1,CasoHEProstata_A_0070_row_26465_column_101493,2,2
-1,3,-1,2,-1,-1,-1,CasoHEProstata_A_0070_row_26465_column_121973,3,3
3,-1,-1,-1,2,-1,-1,CasoHEProstata_A_0070_row_26465_column_124021,3,3
-1,-1,3,-1,2,-1,-1,CasoHEProstata_A_0070_row_28513_column_113781,3,3
2,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0070_row_28513_column_117877,2,2
-1,-1,-1,2,-1,3,-1,CasoHEProstata_A_0070_row_28513_column_119925,2,3
3,-1,-1,-1,-1,-1,3,CasoHEProstata_A_0070_row_28513_column_121973,3,3
-1,-1,-1,0,-1,0,-1,CasoHEProstata_A_0070_row_28513_column_124021,0,0
3,1,-1,-1,-1,-1,-1,CasoHEProstata_A_0070_row_28513_column_126069,3,2
-1,-1,-1,2,-1,-1,2,CasoHEProstata_A_0070_row_30561_column_111733,2,2
-1,-1,2,-1,2,-1,-1,CasoHEProstata_A_0070_row_30561_column_113781,2,2
3,-1,-1,2,-1,-1,-1,CasoHEProstata_A_0070_row_30561_column_115829,3,3
3,-1,-1,-1,-1,-1,3,CasoHEProstata_A_0070_row_30561_column_117877,3,3
-1,1,-1,-1,-1,-1,2,CasoHEProstata_A_0070_row_32609_column_113781,2,1
2,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0070_row_34657_column_101493,2,2
-1,1,1,-1,-1,-1,-1,CasoHEProstata_A_0070_row_34657_column_103541,1,1
-1,-1,-1,-1,-1,2,-1,CasoHEProstata_A_0070_row_34657_column_105589,2,2
-1,-1,-1,-1,1,-1,2,CasoHEProstata_A_0070_row_34657_column_107637,2,1
-1,1,-1,-1,-1,2,-1,CasoHEProstata_A_0070_row_34657_column_109685,2,2
-1,-1,2,-1,-1,2,-1,CasoHEProstata_A_0070_row_34657_column_111733,2,2
-1,1,-1,-1,-1,-1,-1,CasoHEProstata_A_0070_row_36705_column_103541,1,1
2,-1,1,-1,-1,-1,-1,CasoHEProstata_A_0070_row_36705_column_105589,1,2
-1,1,-1,-1,-1,-1,2,CasoHEProstata_A_0070_row_36705_column_107637,2,1
-1,1,-1,-1,0,-1,2,CasoHEProstata_A_0070_row_40801_column_121973,2,0
-1,-1,-1,0,2,-1,-1,CasoHEProstata_A_0070_row_40801_column_128117,2,2
2,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0070_row_40801_column_130165,2,0
-1,-1,-1,0,-1,-1,2,CasoHEProstata_A_0070_row_42849_column_117877,2,0
-1,-1,-1,0,1,-1,-1,CasoHEProstata_A_0070_row_42849_column_119925,1,1
-1,-1,-1,0,-1,2,-1,CasoHEProstata_A_0070_row_42849_column_121973,2,2
-1,1,-1,-1,-1,2,-1,CasoHEProstata_A_0070_row_42849_column_124021,2,2
-1,2,-1,-1,1,-1,-1,CasoHEProstata_A_0070_row_42849_column_126069,2,2
-1,-1,0,-1,-1,2,-1,CasoHEProstata_A_0070_row_42849_column_128117,2,2
-1,-1,-1,-1,2,3,3,CasoHEProstata_A_0070_row_42849_column_130165,3,3
-1,-1,-1,0,0,-1,-1,CasoHEProstata_A_0070_row_44897_column_117877,0,0
2,-1,-1,-1,-1,2,-1,CasoHEProstata_A_0070_row_44897_column_119925,2,2
0,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0074_row_41398_column_113505,0,0
-1,0,-1,-1,-1,0,-1,CasoHEProstata_A_0074_row_41398_column_115553,0,0
-1,2,-1,0,-1,0,-1,CasoHEProstata_A_0074_row_43446_column_113505,0,0
-1,-1,-1,3,0,-1,-1,CasoHEProstata_A_0074_row_43446_column_115553,3,3
3,-1,-1,-1,-1,3,-1,CasoHEProstata_A_0074_row_47542_column_97121,3,3
-1,-1,0,-1,3,3,-1,CasoHEProstata_A_0074_row_47542_column_99169,3,3
-1,-1,0,-1,-1,0,-1,CasoHEProstata_A_0074_row_49590_column_101217,0,0
-1,-1,-1,-1,0,0,-1,CasoHEProstata_A_0074_row_49590_column_95073,0,0
3,3,-1,-1,-1,-1,-1,CasoHEProstata_A_0074_row_49590_column_97121,3,3
3,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0074_row_49590_column_99169,3,3
-1,3,-1,-1,-1,-1,3,CasoHEProstata_A_0074_row_51638_column_101217,3,3
-1,0,-1,-1,-1,0,-1,CasoHEProstata_A_0074_row_51638_column_103265,0,0
0,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0074_row_51638_column_105313,0,0
-1,-1,0,-1,-1,0,-1,CasoHEProstata_A_0074_row_51638_column_99169,0,0
-1,-1,-1,0,-1,0,-1,CasoHEProstata_A_0074_row_53686_column_101217,0,0
-1,-1,-1,0,-1,-1,3,CasoHEProstata_A_0074_row_53686_column_103265,3,0
0,3,-1,-1,-1,-1,-1,CasoHEProstata_A_0074_row_53686_column_109409,3,0
-1,-1,-1,-1,0,-1,3,CasoHEProstata_A_0074_row_55734_column_103265,3,0
-1,-1,0,-1,-1,-1,3,CasoHEProstata_A_0074_row_55734_column_107361,3,0
3,3,-1,-1,-1,-1,-1,CasoHEProstata_A_0074_row_55734_column_109409,3,3
3,-1,-1,-1,3,-1,-1,CasoHEProstata_A_0074_row_55734_column_111457,3,3
-1,3,-1,-1,3,-1,-1,CasoHEProstata_A_0074_row_55734_column_113505,3,3
-1,3,0,-1,-1,-1,-1,CasoHEProstata_A_0074_row_57782_column_111457,3,3
3,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0074_row_57782_column_113505,3,0
0,-1,-1,-1,-1,-1,3,CasoHEProstata_A_0074_row_57782_column_115553,3,0
-1,-1,-1,-1,3,-1,-1,CasoHEProstata_A_0074_row_59830_column_121697,3,3
-1,3,-1,-1,-1,-1,3,CasoHEProstata_A_0074_row_61878_column_117601,3,3
-1,-1,-1,-1,3,3,-1,CasoHEProstata_A_0074_row_61878_column_119649,3,3
-1,-1,-1,-1,-1,-1,3,CasoHEProstata_A_0074_row_61878_column_121697,3,0
3,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0074_row_61878_column_123745,3,3
-1,-1,0,-1,-1,-1,3,CasoHEProstata_A_0074_row_61878_column_125793,3,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0074_row_63926_column_121697,0,0
-1,-1,-1,0,-1,1,-1,CasoHEProstata_A_0074_row_63926_column_123745,1,1
0,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0074_row_63926_column_125793,0,0
3,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0078_row_16384_column_40960,3,3
-1,-1,-1,-1,3,-1,-1,CasoHEProstata_A_0078_row_18432_column_43008,3,3
-1,-1,-1,-1,3,-1,-1,CasoHEProstata_A_0078_row_20480_column_26624,3,3
0,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0078_row_20480_column_30720,0,0
1,-1,-1,-1,3,-1,-1,CasoHEProstata_A_0078_row_28672_column_14336,3,2
0,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0078_row_30720_column_16384,0,0
0,-1,0,-1,0,-1,-1,CasoHEProstata_A_0078_row_30720_column_20480,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0078_row_30720_column_45056,0,0
0,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0078_row_30720_column_47104,0,0
2,-1,2,0,3,-1,-1,CasoHEProstata_A_0078_row_32768_column_43008,2,2
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0078_row_36864_column_34816,0,0
0,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0078_row_36864_column_36864,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0078_row_36864_column_38912,0,0
-1,-1,-1,-1,1,-1,2,CasoHEProstata_A_0078_row_38912_column_32768,2,1
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0078_row_40960_column_118784,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0078_row_40960_column_32768,0,0
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0078_row_43008_column_30720,0,0
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0078_row_45056_column_28672,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0078_row_49152_column_20480,0,0
-1,-1,-1,0,-1,-1,3,CasoHEProstata_A_0084_row_16336_column_5443,3,0
-1,0,0,-1,-1,-1,-1,CasoHEProstata_A_0084_row_16336_column_7491,0,0
-1,0,-1,-1,-1,0,-1,CasoHEProstata_A_0084_row_16336_column_9539,0,0
-1,0,-1,-1,-1,-1,2,CasoHEProstata_A_0084_row_18384_column_5443,2,0
2,0,-1,-1,0,-1,-1,CasoHEProstata_A_0084_row_18384_column_7491,0,0
-1,-1,-1,0,0,-1,-1,CasoHEProstata_A_0084_row_18384_column_9539,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0094_row_16384_column_51200,0,0
-1,0,0,0,-1,0,1,CasoHEProstata_A_0094_row_18432_column_34816,0,0
0,-1,0,0,-1,0,1,CasoHEProstata_A_0094_row_18432_column_51200,0,0
1,-1,0,-1,0,-1,1,CasoHEProstata_A_0094_row_20480_column_38912,1,0
1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0094_row_61440_column_43008,1,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0094_row_63488_column_51200,0,0
2,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0095_row_26624_column_31796,2,0
-1,0,-1,0,0,-1,-1,CasoHEProstata_A_0095_row_28672_column_5172,0,0
-1,-1,-1,-1,-1,0,2,CasoHEProstata_A_0095_row_43008_column_138292,2,0
2,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0095_row_43008_column_142388,2,0
-1,0,-1,0,-1,-1,-1,CasoHEProstata_A_0095_row_47104_column_48180,0,0
0,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0095_row_59392_column_119860,0,0
-1,-1,-1,-1,0,0,2,CasoHEProstata_A_0098_row_20480_column_61440,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0098_row_22528_column_124928,0,0
-1,2,-1,0,-1,-1,-1,CasoHEProstata_A_0098_row_22528_column_61440,2,0
-1,0,-1,-1,0,-1,-1,CasoHEProstata_A_0098_row_24576_column_0,0,0
-1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0098_row_24576_column_124928,2,0
-1,-1,0,0,-1,-1,-1,CasoHEProstata_A_0098_row_24576_column_2048,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0098_row_26624_column_122880,0,0
-1,-1,-1,-1,-1,0,2,CasoHEProstata_A_0098_row_26624_column_124928,2,0
-1,-1,-1,-1,0,0,-1,CasoHEProstata_A_0098_row_26624_column_2048,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0098_row_28672_column_116736,0,0
-1,-1,-1,-1,-1,-1,0,CasoHEProstata_A_0098_row_28672_column_122880,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0098_row_30720_column_116736,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0098_row_30720_column_122880,0,0
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0098_row_32768_column_114688,0,0
-1,-1,-1,-1,0,3,-1,CasoHEProstata_A_0098_row_32768_column_116736,3,0
-1,0,-1,-1,-1,-1,3,CasoHEProstata_A_0098_row_32768_column_118784,3,0
0,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0098_row_32768_column_120832,0,0
0,-1,-1,0,0,-1,-1,CasoHEProstata_A_0098_row_34816_column_104448,0,0
-1,0,-1,-1,-1,0,-1,CasoHEProstata_A_0098_row_34816_column_114688,0,0
2,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0098_row_34816_column_116736,2,0
-1,0,-1,-1,-1,0,-1,CasoHEProstata_A_0098_row_34816_column_118784,0,0
-1,-1,0,-1,-1,0,2,CasoHEProstata_A_0098_row_4096_column_118784,0,0
2,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0098_row_43008_column_157696,2,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0098_row_43008_column_186368,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0098_row_45056_column_165888,0,0
-1,0,0,-1,-1,-1,-1,CasoHEProstata_A_0098_row_45056_column_184320,0,0
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0098_row_47104_column_184320,0,0
3,-1,0,-1,0,-1,-1,CasoHEProstata_A_0098_row_49152_column_178176,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0098_row_49152_column_180224,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0098_row_49152_column_182272,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0098_row_49152_column_184320,0,0
3,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0098_row_51200_column_178176,3,3
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0098_row_51200_column_182272,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0098_row_53248_column_180224,0,0
-1,0,-1,-1,0,-1,-1,CasoHEProstata_A_0098_row_6144_column_116736,0,0
-1,-1,0,0,-1,-1,-1,CasoHEProstata_A_0098_row_6144_column_118784,0,0
0,2,-1,-1,-1,-1,-1,CasoHEProstata_A_0098_row_6144_column_120832,2,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0098_row_8192_column_120832,0,0
-1,-1,-1,-1,0,-1,3,CasoHEProstata_A_0101_row_6144_column_59392,3,0
-1,-1,-1,0,1,-1,-1,CasoHEProstata_A_0109_row_16004_column_33730,1,1
-1,-1,1,-1,1,-1,-1,CasoHEProstata_A_0109_row_18052_column_35778,1,1
-1,1,-1,0,-1,-1,-1,CasoHEProstata_A_0109_row_20100_column_33730,1,1
-1,1,-1,-1,-1,1,-1,CasoHEProstata_A_0109_row_20100_column_35778,1,1
-1,-1,1,1,1,-1,-1,CasoHEProstata_A_0109_row_20100_column_37826,1,1
0,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0109_row_22148_column_35778,0,0
-1,1,-1,-1,-1,0,-1,CasoHEProstata_A_0109_row_22148_column_37826,1,0
-1,1,-1,-1,1,-1,-1,CasoHEProstata_A_0109_row_22148_column_39874,1,1
-1,-1,-1,1,-1,-1,1,CasoHEProstata_A_0109_row_24196_column_39874,1,1
3,-1,-1,-1,1,-1,-1,CasoHEProstata_A_0109_row_24196_column_41922,3,2
-1,-1,1,-1,-1,1,-1,CasoHEProstata_A_0109_row_26244_column_41922,1,1
-1,-1,0,0,-1,-1,-1,CasoHEProstata_A_0109_row_26244_column_43970,0,0
-1,1,-1,0,-1,-1,-1,CasoHEProstata_A_0109_row_28292_column_41922,1,1
1,1,-1,-1,-1,-1,-1,CasoHEProstata_A_0109_row_28292_column_46018,1,1
1,-1,-1,-1,-1,-1,1,CasoHEProstata_A_0109_row_30340_column_43970,1,1
1,-1,-1,-1,-1,-1,1,CasoHEProstata_A_0109_row_30340_column_46018,1,1
-1,1,-1,-1,1,-1,-1,CasoHEProstata_A_0109_row_30340_column_48066,1,1
1,-1,-1,-1,1,-1,-1,CasoHEProstata_A_0109_row_32388_column_48066,1,1
-1,-1,-1,-1,1,2,2,CasoHEProstata_A_0109_row_34436_column_50114,2,2
-1,-1,1,-1,1,-1,-1,CasoHEProstata_A_0109_row_36484_column_50114,1,1
-1,-1,2,0,-1,-1,-1,CasoHEProstata_A_0109_row_36484_column_52162,2,2
-1,-1,3,-1,3,-1,-1,CasoHEProstata_A_0109_row_3716_column_17346,3,3
-1,-1,0,0,-1,3,-1,CasoHEProstata_A_0109_row_3716_column_19394,0,3
3,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0109_row_38532_column_50114,3,2
-1,2,2,-1,-1,-1,-1,CasoHEProstata_A_0109_row_38532_column_52162,2,2
-1,-1,-1,0,3,-1,-1,CasoHEProstata_A_0109_row_5764_column_17346,3,3
2,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0109_row_5764_column_19394,2,2
-1,-1,-1,2,-1,3,2,CasoHEProstata_A_0110_row_10624_column_49245,2,2
-1,-1,0,2,-1,-1,-1,CasoHEProstata_A_0110_row_10624_column_51293,2,2
-1,-1,0,-1,2,-1,-1,CasoHEProstata_A_0110_row_10624_column_53341,2,2
-1,-1,0,-1,-1,3,3,CasoHEProstata_A_0110_row_8576_column_49245,3,3
-1,2,0,-1,-1,-1,-1,CasoHEProstata_A_0110_row_8576_column_51293,2,0
-1,-1,0,-1,2,-1,-1,CasoHEProstata_A_0110_row_8576_column_55389,2,2
-1,-1,0,-1,2,-1,3,CasoHEProstata_A_0111_row_10240_column_45056,3,3
-1,-1,-1,-1,-1,-1,3,CasoHEProstata_A_0111_row_10240_column_49152,3,0
-1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0111_row_10240_column_51200,2,0
-1,-1,-1,-1,-1,-1,1,CasoHEProstata_A_0111_row_12288_column_45056,1,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0111_row_24576_column_65536,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0111_row_30720_column_53248,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0111_row_40960_column_18432,0,0
-1,-1,-1,-1,-1,-1,3,CasoHEProstata_A_0111_row_8192_column_47104,3,0
-1,-1,-1,0,-1,-1,2,CasoHEProstata_A_0114_row_10178_column_154906,2,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0114_row_12226_column_152858,0,0
-1,2,-1,2,-1,-1,-1,CasoHEProstata_A_0114_row_16322_column_142618,2,2
3,-1,-1,2,0,-1,-1,CasoHEProstata_A_0114_row_16322_column_144666,3,2
-1,-1,-1,-1,2,3,-1,CasoHEProstata_A_0114_row_18370_column_140570,2,3
-1,2,0,3,-1,-1,-1,CasoHEProstata_A_0114_row_18370_column_142618,3,3
-1,-1,-1,-1,1,2,-1,CasoHEProstata_A_0114_row_20418_column_136474,2,2
-1,1,-1,-1,2,-1,-1,CasoHEProstata_A_0114_row_20418_column_138522,2,2
-1,2,-1,2,-1,-1,-1,CasoHEProstata_A_0114_row_22466_column_132378,2,2
2,2,-1,-1,-1,-1,-1,CasoHEProstata_A_0114_row_22466_column_134426,2,2
-1,-1,-1,-1,2,-1,2,CasoHEProstata_A_0114_row_22466_column_136474,2,2
-1,2,0,-1,-1,-1,-1,CasoHEProstata_A_0114_row_24514_column_128282,2,0
-1,2,-1,-1,-1,-1,2,CasoHEProstata_A_0114_row_24514_column_130330,2,2
3,-1,-1,2,-1,-1,-1,CasoHEProstata_A_0114_row_24514_column_132378,3,3
1,-1,-1,-1,-1,1,-1,CasoHEProstata_A_0114_row_24514_column_134426,1,1
-1,-1,0,-1,-1,-1,3,CasoHEProstata_A_0114_row_26562_column_126234,3,0
3,-1,-1,-1,2,-1,-1,CasoHEProstata_A_0114_row_26562_column_128282,3,3
